init,resp,seqn,time,success,dist,dist_bias,err,err_bias,dist_ground_truth,fp_pwr,rx_pwr,freq_offset
11.00,13.00,103.00,106.75,1.00,14.79,14.73,0.07,0.01,14.72,-96.41,-87.44,1.40
11.00,14.00,103.00,106.75,0.00,nan,nan,nan,nan,21.91,nan,nan,nan
11.00,8.00,104.00,107.73,0.00,nan,nan,nan,nan,21.09,nan,nan,nan
11.00,9.00,104.00,107.74,1.00,13.79,13.74,0.70,0.65,13.09,-95.95,-90.71,-0.48
11.00,10.00,104.00,107.74,1.00,7.72,7.69,0.32,0.29,7.40,-88.50,-80.59,-0.32
11.00,12.00,104.00,107.75,1.00,7.42,7.39,0.11,0.08,7.31,-85.64,-81.67,0.92
11.00,13.00,104.00,107.75,1.00,14.83,14.77,0.11,0.05,14.72,-97.40,-87.46,1.59
11.00,14.00,104.00,107.75,1.00,22.03,21.95,0.12,0.04,21.91,-92.89,-91.14,-0.65
11.00,8.00,105.00,108.73,0.00,nan,nan,nan,nan,21.09,nan,nan,nan
11.00,9.00,105.00,108.74,1.00,13.80,13.75,0.71,0.66,13.09,-96.32,-90.86,-0.37
11.00,10.00,105.00,108.74,1.00,7.74,7.71,0.34,0.31,7.40,-89.50,-80.74,-0.43
11.00,12.00,105.00,108.75,1.00,7.43,7.40,0.12,0.09,7.31,-85.91,-81.57,1.18
11.00,13.00,105.00,108.75,1.00,14.79,14.73,0.07,0.01,14.72,-97.72,-87.87,1.53
11.00,14.00,105.00,108.75,1.00,22.04,21.96,0.13,0.05,21.91,-93.63,-91.36,-0.96
11.00,8.00,106.00,109.73,1.00,21.25,21.18,0.16,0.09,21.09,-98.68,-94.98,2.12
11.00,9.00,106.00,109.74,1.00,13.85,13.80,0.76,0.71,13.09,-96.30,-90.78,-0.25
11.00,10.00,106.00,109.74,1.00,7.74,7.71,0.34,0.31,7.40,-88.09,-80.59,-0.33
11.00,12.00,106.00,109.75,1.00,7.44,7.41,0.13,0.10,7.31,-85.42,-81.59,1.15
11.00,13.00,106.00,109.75,1.00,14.77,14.71,0.05,0.01,14.72,-97.60,-87.65,1.47
11.00,14.00,106.00,109.75,1.00,22.02,21.94,0.11,0.03,21.91,-92.88,-91.14,-0.55
11.00,8.00,107.00,110.73,1.00,21.19,21.12,0.10,0.03,21.09,-99.84,-95.08,2.14
11.00,9.00,107.00,110.74,1.00,13.83,13.78,0.74,0.69,13.09,-95.97,-90.59,-0.39
11.00,10.00,107.00,110.74,1.00,7.70,7.67,0.30,0.27,7.40,-88.16,-80.59,-0.40
11.00,12.00,107.00,110.75,1.00,7.43,7.40,0.12,0.09,7.31,-86.09,-81.55,1.04
11.00,13.00,107.00,110.75,1.00,14.81,14.75,0.09,0.03,14.72,-97.25,-87.36,1.76
11.00,14.00,107.00,110.75,1.00,22.05,21.97,0.14,0.06,21.91,-93.36,-91.44,-0.69
11.00,8.00,108.00,111.73,0.00,nan,nan,nan,nan,21.09,nan,nan,nan
11.00,9.00,108.00,111.74,1.00,13.77,13.72,0.68,0.63,13.09,-96.14,-90.52,-0.48
11.00,10.00,108.00,111.74,1.00,7.70,7.67,0.30,0.27,7.40,-88.64,-80.66,-0.55
11.00,12.00,108.00,111.75,1.00,7.40,7.37,0.09,0.06,7.31,-86.10,-81.70,1.00
11.00,13.00,108.00,111.75,1.00,14.80,14.74,0.08,0.02,14.72,-97.48,-88.07,1.52
11.00,14.00,108.00,111.75,1.00,22.04,21.96,0.13,0.05,21.91,-93.63,-91.67,-0.80
11.00,8.00,109.00,112.73,1.00,21.23,21.16,0.14,0.07,21.09,-99.91,-95.19,1.90
11.00,9.00,109.00,112.74,1.00,13.80,13.75,0.71,0.66,13.09,-95.77,-90.59,-0.42
11.00,10.00,109.00,112.74,1.00,7.70,7.67,0.30,0.27,7.40,-88.91,-80.67,-0.49
11.00,12.00,109.00,112.75,1.00,7.39,7.36,0.08,0.05,7.31,-85.96,-81.59,1.02
11.00,13.00,109.00,112.75,1.00,14.77,14.71,0.05,0.01,14.72,-97.34,-87.70,1.65
11.00,14.00,109.00,112.75,1.00,22.03,21.95,0.12,0.04,21.91,-93.84,-91.63,-1.02
11.00,8.00,110.00,113.73,1.00,21.20,21.13,0.11,0.04,21.09,-99.93,-94.50,1.97
11.00,9.00,110.00,113.74,1.00,13.79,13.74,0.70,0.65,13.09,-95.93,-90.78,-0.37
11.00,10.00,110.00,113.74,1.00,7.72,7.69,0.32,0.29,7.40,-89.49,-80.66,-0.58
11.00,12.00,110.00,113.75,1.00,7.40,7.37,0.09,0.06,7.31,-85.81,-81.66,1.01
11.00,13.00,110.00,113.75,1.00,14.76,14.70,0.04,0.02,14.72,-96.83,-87.62,1.48
11.00,14.00,110.00,113.75,1.00,22.12,22.04,0.21,0.13,21.91,-93.85,-91.87,-0.71
11.00,8.00,111.00,114.73,1.00,21.25,21.18,0.16,0.09,21.09,-99.58,-95.08,2.11
11.00,9.00,111.00,114.74,1.00,13.82,13.77,0.73,0.68,13.09,-95.74,-90.48,-0.42
11.00,10.00,111.00,114.74,1.00,7.69,7.66,0.29,0.26,7.40,-88.24,-80.50,-0.56
11.00,12.00,111.00,114.75,1.00,7.40,7.37,0.09,0.06,7.31,-86.04,-81.71,1.05
11.00,13.00,111.00,114.75,1.00,14.78,14.72,0.06,0.00,14.72,-97.33,-87.55,1.34
11.00,14.00,111.00,114.75,1.00,22.01,21.93,0.10,0.02,21.91,-93.13,-91.10,-0.86
11.00,8.00,112.00,115.73,1.00,21.21,21.14,0.12,0.05,21.09,-99.48,-95.08,2.16
11.00,9.00,112.00,115.74,1.00,13.81,13.76,0.72,0.67,13.09,-96.24,-90.71,-0.44
11.00,10.00,112.00,115.74,1.00,7.69,7.66,0.29,0.26,7.40,-88.13,-80.58,-0.40
11.00,12.00,112.00,115.75,1.00,7.43,7.40,0.12,0.09,7.31,-85.56,-81.53,0.88
11.00,13.00,112.00,115.75,1.00,14.76,14.70,0.04,0.02,14.72,-96.88,-87.81,1.38
11.00,14.00,112.00,115.75,1.00,22.04,21.96,0.13,0.05,21.91,-93.44,-91.47,-0.93
11.00,8.00,113.00,116.73,1.00,21.21,21.14,0.12,0.05,21.09,-99.00,-94.50,2.30
11.00,9.00,113.00,116.74,1.00,13.79,13.74,0.70,0.65,13.09,-96.44,-90.86,-0.36
11.00,10.00,113.00,116.74,1.00,7.73,7.70,0.33,0.30,7.40,-88.52,-80.66,-0.53
11.00,12.00,113.00,116.75,1.00,7.47,7.44,0.16,0.13,7.31,-85.23,-81.33,1.04
11.00,13.00,113.00,116.75,1.00,14.77,14.71,0.05,0.01,14.72,-97.27,-87.53,1.41
11.00,14.00,113.00,116.75,1.00,22.06,21.98,0.15,0.07,21.91,-93.19,-91.31,-0.66
11.00,8.00,114.00,117.73,1.00,21.20,21.13,0.11,0.04,21.09,-100.01,-93.75,2.06
11.00,9.00,114.00,117.74,1.00,13.84,13.79,0.75,0.70,13.09,-96.60,-90.74,-0.32
11.00,10.00,114.00,117.74,1.00,7.70,7.67,0.30,0.27,7.40,-88.47,-80.84,-0.42
11.00,12.00,114.00,117.75,1.00,7.47,7.44,0.16,0.13,7.31,-86.35,-81.92,1.03
11.00,13.00,114.00,117.75,1.00,14.78,14.72,0.06,0.00,14.72,-97.23,-87.61,1.49
11.00,14.00,114.00,117.75,1.00,22.02,21.94,0.11,0.03,21.91,-93.87,-91.58,-0.91
11.00,8.00,115.00,118.73,1.00,21.21,21.14,0.12,0.05,21.09,-99.23,-94.69,1.91
11.00,9.00,115.00,118.74,1.00,13.77,13.72,0.68,0.63,13.09,-96.16,-90.74,-0.45
11.00,10.00,115.00,118.74,1.00,7.72,7.69,0.32,0.29,7.40,-88.47,-80.78,-0.51
11.00,12.00,115.00,118.75,1.00,7.39,7.36,0.08,0.05,7.31,-86.78,-81.87,1.12
11.00,13.00,115.00,118.75,1.00,14.84,14.78,0.12,0.06,14.72,-97.98,-87.20,1.43
11.00,14.00,115.00,118.75,1.00,22.02,21.94,0.11,0.03,21.91,-93.52,-91.54,-0.90
11.00,8.00,116.00,119.73,0.00,nan,nan,nan,nan,21.09,nan,nan,nan
11.00,9.00,116.00,119.74,1.00,13.82,13.77,0.73,0.68,13.09,-97.44,-91.82,-0.31
11.00,10.00,116.00,119.74,1.00,7.74,7.71,0.34,0.31,7.40,-88.61,-80.81,-0.43
11.00,12.00,116.00,119.75,1.00,7.40,7.37,0.09,0.06,7.31,-86.15,-81.63,0.93
11.00,13.00,116.00,119.75,1.00,14.84,14.78,0.12,0.06,14.72,-96.92,-87.47,1.52
11.00,14.00,116.00,119.75,1.00,22.00,21.92,0.09,0.01,21.91,-93.08,-91.19,-0.80
11.00,8.00,117.00,120.73,1.00,21.22,21.15,0.13,0.06,21.09,-99.21,-94.88,1.92
11.00,9.00,117.00,120.74,1.00,13.80,13.75,0.71,0.66,13.09,-96.79,-91.06,-0.47
11.00,10.00,117.00,120.74,1.00,7.69,7.66,0.29,0.26,7.40,-88.50,-80.56,-0.55
11.00,12.00,117.00,120.75,1.00,7.48,7.45,0.17,0.14,7.31,-85.30,-81.37,0.94
11.00,13.00,117.00,120.75,1.00,14.80,14.74,0.08,0.02,14.72,-97.70,-87.49,1.35
11.00,14.00,117.00,120.75,1.00,21.99,21.91,0.08,0.00,21.91,-93.70,-91.72,-0.78
